ID,VENUE_NUMBER,SERVICE_ID,TYPE,PHRASE,WEIGHT,FOR_DAY,FULL_TEXT
25439922,171222,55921,CRG,attractions,0,"2022-06-07 20:59:19","Nearby attractions"
25439921,171222,55920,CRG,"extra towels",0,"2022-06-07 20:58:04","I need a towel"
25439920,171222,55919,CRG,wifi,0,"2022-06-07 20:57:56","WiFi password"
25439919,171660,55911,CRG,Check-in,0,"2022-06-07 20:34:24","La reserva está a mi nombre pero yo llego más tarde, puedo agregar a un adicional para poder hacer el check in?"
25439918,171222,55910,CRG,wifi,0,"2022-06-07 20:22:45","WiFi password"
25439917,171687,55905,CRG,"free parking",0,"2022-06-07 19:23:30","is the parking free"
25439916,171687,55903,CRG,"business center",0,"2022-06-07 19:22:13","is there a business center"
25439915,171687,55902,CRG,pool,0,"2022-06-07 19:22:03","where is the pool"
25439914,171687,55902,CRG,location,0,"2022-06-07 19:22:03","where is the pool"
25439913,171687,55901,CRG,"hours of operation",0,"2022-06-07 19:21:57","What are the open and close time for the pool?"
25439912,171687,55901,CRG,"hours of operation",0,"2022-06-07 19:21:57","What are the open and close time for the pool?"
25439911,171687,55901,CRG,"hours of operation",0,"2022-06-07 19:21:57","What are the open and close time for the pool?"
25439910,171687,55901,CRG,pool,0,"2022-06-07 19:21:57","What are the open and close time for the pool?"
25439909,171687,55900,CRG,pool,0,"2022-06-07 19:21:53",pool
25439908,171687,55898,CRG,hospital,0,"2022-06-07 19:21:27","nearby hospital"
25439907,171687,55898,CRG,"near by",0,"2022-06-07 19:21:27","nearby hospital"
25439906,171687,55897,CRG,"shuttle service",0,"2022-06-07 19:21:20","Do you have shuttle Services?"
25439905,171687,55895,CRG,"shuttle service",0,"2022-06-07 19:19:48","is there shuttle service"
25439904,171687,55894,CRG,"valet parking",0,"2022-06-07 19:19:31","valet parking"
25439903,171687,55893,CRG,"valet parking",0,"2022-06-07 19:19:24","Do you have valet parking?"
25439902,171687,55892,CRG,parking,0,"2022-06-07 19:19:22","parking info"
25439901,171687,55890,CRG,smoking,0,"2022-06-07 19:19:00","Do you have non smoking rooms?"
25439900,171687,55889,CRG,smoking,0,"2022-06-07 19:18:56","is smoking allowed"
25439899,171687,55888,CRG,"pet policy",0,"2022-06-07 19:18:45","What is your pet policy?"
25439898,171687,55887,CRG,"pet policy",0,"2022-06-07 19:18:42","What is your pet policy for dogs?"
25439897,171687,55886,CRG,"pet policy",0,"2022-06-07 19:18:38","What is your pet policy for cats?"
25439896,171687,55884,CRG,"pet policy",0,"2022-06-07 19:18:32","can i bring dog"
25439895,171687,55883,CRG,bar,0,"2022-06-07 19:18:22","Do you have bars near here?"
25439894,171687,55882,CRG,restaurant,0,"2022-06-07 19:18:20","What are the nearby Restaurants?"
25439893,171687,55881,CRG,"near by",0,"2022-06-07 19:18:18","Nearby Shopping Malls?"
25439892,171687,55881,CRG,shopping,0,"2022-06-07 19:18:18","Nearby Shopping Malls?"
25439891,171687,55880,CRG,"near by",0,"2022-06-07 19:18:16","Do you have a grocery store near by?"
25439890,171687,55879,CRG,"near by",0,"2022-06-07 19:17:34","nearby fast food places"
25439889,171687,55878,CRG,"order food",0,"2022-06-07 19:17:17","do u provide food delivery services"
25439888,171687,55876,CRG,"order food",0,"2022-06-07 19:16:48","food delivery"
25439887,171687,55871,CRG,"channel lineup",0,"2022-06-07 19:15:14","premium channels"
25439886,171687,55870,CRG,"channel lineup",0,"2022-06-07 19:14:57","TV channels"
25439885,171687,55869,CRG,location,0,"2022-06-07 19:14:52","where is TV remote"
25439884,171687,55869,CRG,"tv remote",0,"2022-06-07 19:14:52","where is TV remote"
25439883,171687,55868,CRG,charger,0,"2022-06-07 19:14:32","do u have phone charger"
25439882,171687,55868,CRG,phone,0,"2022-06-07 19:14:32","do u have phone charger"
25439881,171687,55867,CRG,"charging station",0,"2022-06-07 19:14:25","EV charging station"
25439880,171687,55866,CRG,coffee,0,"2022-06-07 19:14:08","Do you provide morning coffee?"
25439879,171687,55865,CRG,"tea maker",0,"2022-06-07 19:14:04","Do you have tea maker?"
25439878,171687,55864,CRG,coffee,0,"2022-06-07 19:14:01","coffee maker"
25439877,171687,55863,CRG,spa,0,"2022-06-07 19:13:26","Do you have a SPA?"
25439876,171687,55862,CRG,"hours of operation",0,"2022-06-07 19:13:19","What are the open and close time for the pool?"
25439875,171687,55862,CRG,"hours of operation",0,"2022-06-07 19:13:19","What are the open and close time for the pool?"
25439874,171687,55862,CRG,"hours of operation",0,"2022-06-07 19:13:19","What are the open and close time for the pool?"
25439873,171687,55862,CRG,pool,0,"2022-06-07 19:13:19","What are the open and close time for the pool?"
25439872,171687,55861,CRG,pool,0,"2022-06-07 19:13:16","Do you have Indoor Pool?"
25439871,171687,55860,CRG,pool,0,"2022-06-07 19:13:11",pool
25439870,171687,55859,CRG,"Ice machine",0,"2022-06-07 19:13:05","ice machine"
25439869,171687,55857,CRG,laundry,0,"2022-06-07 19:12:56",laundry
25439868,171687,55854,CRG,wifi,0,"2022-06-07 19:09:58","Do you have problem connecting to wifi?"
25439867,171687,55853,CRG,wifi,0,"2022-06-07 19:09:56","Internet Information"
25439866,171687,55852,CRG,wifi,0,"2022-06-07 19:09:54","What is wifi name and password?"
25439865,171687,55852,CRG,wifi,0,"2022-06-07 19:09:54","What is wifi name and password?"
25439864,171687,55851,CRG,wifi,0,"2022-06-07 19:09:51","wifi info"
25439863,171687,55850,CRG,"near by",0,"2022-06-07 19:08:15","What are the outdoor adventure nearby?"
25439862,171687,55849,CRG,"near by",0,"2022-06-07 19:08:12","Nearby Tours?"
25439861,171687,55849,CRG,"tour packages",0,"2022-06-07 19:08:12","Nearby Tours?"
25439860,171687,55848,CRG,"near by",0,"2022-06-07 19:08:09","What are nearby Activities?"
25439859,171687,55847,CRG,"near by",0,"2022-06-07 19:08:06","nearby attractions"
25439858,171687,55847,CRG,attractions,0,"2022-06-07 19:08:06","nearby attractions"
25439857,171687,55846,CRG,"near by",0,"2022-06-07 19:07:30","Nearby Coffee Shops"
25439856,171687,55846,CRG,coffee,0,"2022-06-07 19:07:30","Nearby Coffee Shops"
25439855,171687,55845,CRG,coffee,0,"2022-06-07 19:07:25","Do you have coffee maker?"
25439854,171687,55844,CRG,refrigerator,0,"2022-06-07 19:07:23","Do you have in room refrigerator?"
25439853,171687,55843,CRG,amenities,0,"2022-06-07 19:07:20",amenities
25439852,171687,55839,CRG,amenities,0,"2022-06-07 19:06:40",amenities
25439851,171687,55838,CRG,"check out",0,"2022-06-07 19:06:35","Do you have Express Checkout?"
25439850,171687,55837,CRG,"late checkout",0,"2022-06-07 19:06:30","Can I do late checkout?"
25439849,171687,55836,CRG,"check out",0,"2022-06-07 19:06:29","What is the Your Checkout Procedure?"
25439848,171687,55835,CRG,"checkout time",0,"2022-06-07 19:06:25","checkout time"
25439847,171687,55834,CRG,"checkin time",0,"2022-06-07 19:06:23","checkin time"
25439846,171222,55831,CRG,restaurant,0,"2022-06-07 18:05:43","restaurant timings"
25439845,171222,55830,CRG,restaurant,0,"2022-06-07 18:05:22","restaurant timings"
25439844,171222,55829,CRG,restaurant,0,"2022-06-07 18:05:09","where is the restaurant"
25439843,171222,55829,CRG,location,0,"2022-06-07 18:05:09","where is the restaurant"
25439842,171222,55828,CRG,restaurant,0,"2022-06-07 18:03:08","restaurant location"
25439841,171222,55828,CRG,location,0,"2022-06-07 18:03:08","restaurant location"
25439840,171222,55827,CRG,restaurant,0,"2022-06-07 18:00:20","is there any restaurant"
25439839,171222,55826,CRG,pool,0,"2022-06-07 18:00:04","where is the pool"
25439838,171222,55826,CRG,location,0,"2022-06-07 18:00:04","where is the pool"
25439837,171222,55825,CRG,"checkout time",0,"2022-06-07 17:58:43","checkout time"
25439836,171222,55824,CRG,"checkin time",0,"2022-06-07 17:58:39","checkin time"
25439835,171222,55822,CRG,pool,0,"2022-06-07 17:58:15","Do you have Indoor Pool?"
25439834,171222,55821,CRG,pool,0,"2022-06-07 17:58:08","pool timings"
25439833,171222,55820,CRG,"near by",0,"2022-06-07 17:57:53","Nearby Tours?"
25439832,171222,55820,CRG,"tour packages",0,"2022-06-07 17:57:53","Nearby Tours?"
25439831,171222,55819,CRG,"near by",0,"2022-06-07 17:57:50","What are the nearby attractions i can visit?"
25439830,171222,55819,CRG,attractions,0,"2022-06-07 17:57:50","What are the nearby attractions i can visit?"
25439829,171222,55818,CRG,"near by",0,"2022-06-07 17:57:47","What are the outdoor adventure nearby?"
25439828,171222,55817,CRG,"near by",0,"2022-06-07 17:57:43","What are the nearby attractions i can visit?"
25439827,171222,55817,CRG,attractions,0,"2022-06-07 17:57:43","What are the nearby attractions i can visit?"
25439826,171222,55816,CRG,"near by",0,"2022-06-07 17:56:51","nearby tours"
25439825,171222,55816,CRG,"tour packages",0,"2022-06-07 17:56:51","nearby tours"
25439824,171222,55815,CRG,"near by",0,"2022-06-07 17:56:40","Nearby Shopping Malls?"
25439823,171222,55815,CRG,shopping,0,"2022-06-07 17:56:40","Nearby Shopping Malls?"
25439822,171222,55814,CRG,"near by",0,"2022-06-07 17:56:36","Do you have a grocery store near by?"
25439821,171222,55813,CRG,restaurant,0,"2022-06-07 17:56:33","What are the nearby Restaurants?"
25439820,171222,55812,CRG,bar,0,"2022-06-07 17:56:28",bar
25439819,171222,55811,CRG,"hours of operation",0,"2022-06-07 17:56:20","What are the open and close time for the SPA?"
25439818,171222,55811,CRG,"hours of operation",0,"2022-06-07 17:56:20","What are the open and close time for the SPA?"
25439817,171222,55811,CRG,"hours of operation",0,"2022-06-07 17:56:20","What are the open and close time for the SPA?"
25439816,171222,55811,CRG,spa,0,"2022-06-07 17:56:20","What are the open and close time for the SPA?"
25439815,171222,55810,CRG,spa,0,"2022-06-07 17:56:18","Do you have a SPA?"
25439814,171222,55809,CRG,pool,0,"2022-06-07 17:56:16","Do you have heated pool?"
25439813,171222,55808,CRG,pool,0,"2022-06-07 17:56:03","where is the pool"
25439812,171222,55808,CRG,location,0,"2022-06-07 17:56:03","where is the pool"
25439811,171222,55806,CRG,spa,0,"2022-06-07 17:54:19","i want to book Spa"
25439810,171222,55805,CRG,spa,0,"2022-06-07 17:53:32","spa location"
25439809,171222,55805,CRG,location,0,"2022-06-07 17:53:32","spa location"
25439808,171222,55804,CRG,location,0,"2022-06-07 17:53:21","sp location"
25439807,171222,55803,CRG,"hours of operation",0,"2022-06-07 17:53:15","What are the open and close time for the SPA?"
25439806,171222,55803,CRG,"hours of operation",0,"2022-06-07 17:53:15","What are the open and close time for the SPA?"
25439805,171222,55803,CRG,"hours of operation",0,"2022-06-07 17:53:15","What are the open and close time for the SPA?"
25439804,171222,55803,CRG,spa,0,"2022-06-07 17:53:15","What are the open and close time for the SPA?"
25439803,171222,55802,CRG,spa,0,"2022-06-07 17:53:13","Do you have a SPA?"
25439802,171222,55801,CRG,spa,0,"2022-06-07 17:53:11","Do you have SPA discounts?"
25439801,171222,55800,CRG,spa,0,"2022-06-07 17:52:58","spa boking"
25439800,171222,55799,CRG,spa,0,"2022-06-07 17:52:36","Spa location"
25439799,171222,55799,CRG,location,0,"2022-06-07 17:52:36","Spa location"
25439798,171222,55798,CRG,"late checkout",0,"2022-06-07 17:51:43","Can I do late checkout?"
25439797,171222,55797,CRG,"check out",0,"2022-06-07 17:51:40","What is the Your Checkout Procedure?"
25439796,171222,55796,CRG,"check out",0,"2022-06-07 17:51:28","Do you have Express Checkout?"
25439795,171222,55795,CRG,"late checkout",0,"2022-06-07 17:51:22","Can I do late checkout?"
25439794,171222,55794,CRG,"check out",0,"2022-06-07 17:51:04","What is the Your Checkout Procedure?"
25439793,171222,55793,CRG,"checkout time",0,"2022-06-07 17:50:58","Check out time"
25439792,171416,55788,CRG,wifi,0,"2022-06-07 15:35:47","What is the name of the WiFi network?"
25439791,171779,55786,CRG,"room service",0,"2022-06-07 15:28:56","Hello! I am in room 252 and can I please have 4 rags and 4 towels and light room service the trash needs to be emptied"
25439790,521,55781,CRG,"reserve a table",0,"2022-06-07 09:01:33","What are your prizes to reserve a table?"
25439789,171222,55780,CRG,"check out",0,"2022-06-07 06:25:51","What is the Your Checkout Procedure?"
25439788,171222,55779,CRG,"checkout time",0,"2022-06-07 06:22:25","Check out time"
25439787,171688,55778,CRG,wifi,0,"2022-06-07 04:56:48","Cual es la password de internet?"
25439786,171688,55778,CRG,wifi,0,"2022-06-07 04:56:48","Cual es la password de internet?"
25439785,171690,55769,CRG,wifi,0,"2022-06-07 02:59:07","Cual es la clave de wifi"
25439784,171688,55768,CRG,wifi,0,"2022-06-07 02:58:24","Para la clave del internet"
25439783,171613,55759,CRG,"check out",0,"2022-06-07 01:29:08","What if we needed a later checkout time? What is the latest we can get? We will be in Arches at 7 am and we'll be hiking, so we need a later checkout if possible.  Thank you so much."
25439782,171613,55759,CRG,"checkout time",0,"2022-06-07 01:29:08","What if we needed a later checkout time? What is the latest we can get? We will be in Arches at 7 am and we'll be hiking, so we need a later checkout if possible.  Thank you so much."
25439781,171613,55758,CRG,"check out",0,"2022-06-07 01:27:02","What time is checkout?"
25439780,171613,55758,CRG,"hours of operation",0,"2022-06-07 01:27:02","What time is checkout?"
25439779,171634,55752,CRG,"tour packages",0,"2022-06-07 01:13:05","Ofrecen tours para xolor y xcaret ?
Oh los ocupo conseguir por fuera?"
25439778,171445,55748,CRG,program,0,"2022-06-07 00:58:06","Is it possible to get the music turned on at the pool?"
25439777,171445,55748,CRG,pool,0,"2022-06-07 00:58:06","Is it possible to get the music turned on at the pool?"
25439776,171445,55747,CRG,program,0,"2022-06-07 00:58:06","Is it possible to get the music turned on at the pool?"
25439775,171445,55747,CRG,pool,0,"2022-06-07 00:58:06","Is it possible to get the music turned on at the pool?"
25439774,521,55745,CRG,"bottle service",0,"2022-06-07 00:52:53","Pricing of bottle service"
25439773,171634,55739,CRG,Check-in,0,"2022-06-07 00:25:14","Hola a que hora puedo hacer check in?"
25439772,171649,55723,CRG,wifi,0,"2022-06-06 22:16:59","What is the WiFi login?"
25439771,171644,55713,CRG,wifi,0,"2022-06-06 21:41:43","We cannot find the WiFi name and when we typed it in it could not find it. Could it be under a different name?"
25439770,171483,55709,CRG,parking,0,"2022-06-06 20:53:42","4.5.  Need parking"
25439769,171649,55702,CRG,Check-in,0,"2022-06-06 20:26:00","Hello, we just checked in room 511  and I thought I booked a room with a balcony. Will you double check for me."
25439768,171649,55700,CRG,wifi,0,"2022-06-06 20:24:26","Wifi password"
25439767,171483,55696,CRG,program,0,"2022-06-06 20:04:04",Events
25439766,171649,55691,CRG,location,0,"2022-06-06 19:36:21","Where is the ice machines located"
25439765,171649,55687,CRG,wifi,0,"2022-06-06 18:24:22","Wifi code"
25439764,521,55679,CRG,"bottle service",0,"2022-06-06 16:49:43","what is the price for one bottle. the service menu does not include cost of bottle"
25439763,171532,55678,CRG,"shuttle service",0,"2022-06-06 16:23:23","Bien necesito coordinar un shuttle del aeropuerto al hotel"
25439762,171222,55658,CRG,spa,0,"2022-06-06 08:59:08","spa location"
25439761,171222,55658,CRG,location,0,"2022-06-06 08:59:08","spa location"
25439760,171222,55657,CRG,spa,0,"2022-06-06 08:50:51","spa location"
25439759,171222,55657,CRG,location,0,"2022-06-06 08:50:51","spa location"
25439758,171222,55656,CRG,spa,0,"2022-06-06 06:40:49","spa location"
25439757,171222,55656,CRG,location,0,"2022-06-06 06:40:49","spa location"
25439756,171222,55650,CRG,pool,0,"2022-06-06 04:16:26","Pool location"
25439755,171222,55650,CRG,location,0,"2022-06-06 04:16:26","Pool location"
25439754,171222,55649,CRG,"hours of operation",0,"2022-06-06 04:16:18","What are the open and close time for the pool?"
25439753,171222,55649,CRG,"hours of operation",0,"2022-06-06 04:16:18","What are the open and close time for the pool?"
25439752,171222,55649,CRG,"hours of operation",0,"2022-06-06 04:16:18","What are the open and close time for the pool?"
25439751,171222,55649,CRG,pool,0,"2022-06-06 04:16:18","What are the open and close time for the pool?"
25439750,171222,55648,CRG,pool,0,"2022-06-06 04:16:17","Do you have a pool?"
25439749,171222,55647,CRG,"hours of operation",0,"2022-06-06 04:15:28","What are the open and close time for the pool?"
25439748,171222,55647,CRG,"hours of operation",0,"2022-06-06 04:15:28","What are the open and close time for the pool?"
25439747,171222,55647,CRG,"hours of operation",0,"2022-06-06 04:15:28","What are the open and close time for the pool?"
25439746,171222,55647,CRG,pool,0,"2022-06-06 04:15:28","What are the open and close time for the pool?"
25439745,171222,55646,CRG,pool,0,"2022-06-06 04:15:20",pool
25439744,171222,55645,CRG,pool,0,"2022-06-06 04:15:00",pool
25439743,171222,55644,CRG,pool,0,"2022-06-06 04:14:50",pool
25439742,171222,55643,CRG,pool,0,"2022-06-06 04:14:47",pool
25439741,171222,55639,CRG,amenities,0,"2022-06-06 04:06:55",Amenities
25439740,171222,55638,CRG,"near by",0,"2022-06-06 04:06:48","What are the outdoor adventure nearby?"
25439739,171222,55637,CRG,"near by",0,"2022-06-06 04:06:45","Nearby Tours?"
25439738,171222,55637,CRG,"tour packages",0,"2022-06-06 04:06:45","Nearby Tours?"
25439737,171222,55636,CRG,"near by",0,"2022-06-06 04:06:42","What are nearby Activities?"
25439736,171222,55635,CRG,attractions,0,"2022-06-06 04:06:37",Attractions
25439735,171222,55634,CRG,"meeting room",0,"2022-06-06 04:06:31","how to book a meeting room"
25439734,171222,55633,CRG,"hours of operation",0,"2022-06-06 04:05:53","What are the open and close time for the business center?"
25439733,171222,55633,CRG,"hours of operation",0,"2022-06-06 04:05:53","What are the open and close time for the business center?"
25439732,171222,55633,CRG,"hours of operation",0,"2022-06-06 04:05:53","What are the open and close time for the business center?"
25439731,171222,55633,CRG,"business center",0,"2022-06-06 04:05:53","What are the open and close time for the business center?"
25439730,171222,55632,CRG,"event room",0,"2022-06-06 04:05:46","Do you have event room or a event hall?"
25439729,171222,55630,CRG,"hours of operation",0,"2022-06-06 04:05:34","What are the open and close time for the pool?"
25439728,171222,55630,CRG,"hours of operation",0,"2022-06-06 04:05:34","What are the open and close time for the pool?"
25439727,171222,55630,CRG,"hours of operation",0,"2022-06-06 04:05:34","What are the open and close time for the pool?"
25439726,171222,55630,CRG,pool,0,"2022-06-06 04:05:34","What are the open and close time for the pool?"
25439725,171222,55629,CRG,"hours of operation",0,"2022-06-06 04:05:29","What are the open and close time for the SPA?"
25439724,171222,55629,CRG,"hours of operation",0,"2022-06-06 04:05:29","What are the open and close time for the SPA?"
25439723,171222,55629,CRG,"hours of operation",0,"2022-06-06 04:05:29","What are the open and close time for the SPA?"
25439722,171222,55629,CRG,spa,0,"2022-06-06 04:05:29","What are the open and close time for the SPA?"
25439721,171222,55628,CRG,spa,0,"2022-06-06 04:05:27","Do you have a SPA?"
25439720,171222,55627,CRG,spa,0,"2022-06-06 04:05:24","Do you have SPA discounts?"
25439719,171222,55626,CRG,spa,0,"2022-06-06 04:04:24","spa location"
25439718,171222,55626,CRG,location,0,"2022-06-06 04:04:24","spa location"
25439717,171222,55625,CRG,bar,0,"2022-06-06 04:04:19","where is the bar"
25439716,171222,55625,CRG,location,0,"2022-06-06 04:04:19","where is the bar"
25439715,171222,55624,CRG,bar,0,"2022-06-06 04:04:13","Bar info"
25439714,171222,55623,CRG,spa,0,"2022-06-06 04:03:07","spa menu"
25439713,171222,55622,CRG,spa,0,"2022-06-06 04:03:00","Spa timings"
25439712,171222,55619,CRG,spa,0,"2022-06-06 04:00:24","Spa booking"
25439711,171222,55618,CRG,"check out",0,"2022-06-06 04:00:18","What is your Checkout Policy?"
25439710,171222,55617,CRG,"check out",0,"2022-06-06 04:00:15","Do you have Express Checkout?"
25439709,171222,55616,CRG,"late checkout",0,"2022-06-06 04:00:13","Can I do late checkout?"
25439708,171222,55615,CRG,"checkin time",0,"2022-06-06 03:58:49","check in time"
25439707,171222,55614,CRG,"hours of operation",0,"2022-06-06 03:58:37","checkn time"
25439706,171222,55613,CRG,"check out",0,"2022-06-06 03:58:31","What is your Checkout Policy?"
25439705,171222,55612,CRG,"late checkout",0,"2022-06-06 03:58:29","Can I do late checkout?"
25439704,171222,55611,CRG,"checkout time",0,"2022-06-06 03:58:25","Check out time"
25439703,521,55609,CRG,"dress code",0,"2022-06-06 03:49:33","Dress code"
25439702,171622,55603,CRG,"check out",0,"2022-06-06 02:19:18","Is checkout in person?"
25439701,171688,55599,CRG,wifi,0,"2022-06-06 02:00:55","Cómo se accede al wifi"
25439700,171622,55598,CRG,"checkout time",0,"2022-06-06 01:54:52","What's the checkout time"
25439699,171644,55594,CRG,wifi,0,"2022-06-06 01:26:44","Internet not connecting ?"
25439698,171637,55588,CRG,wifi,0,"2022-06-06 00:58:54","los cuartos tienen wifi"
25439697,171613,55585,CRG,"checkin time",0,"2022-06-06 00:15:46","No, not Check-In time...I'm here"
25439696,171613,55583,CRG,"hours of operation",0,"2022-06-06 00:15:09","Do you know what time Arches opens?  I heard it gets crowded - I don't care about getting there early!"
25439695,171690,55579,CRG,wifi,0,"2022-06-06 00:05:33","Cual es el WiFi?"
25439694,171445,55571,CRG,"extra towels",0,"2022-06-05 23:10:13","Hello - can we please get one more bath towel and several hand towels please?"
25439693,521,55570,CRG,"reserve a table",0,"2022-06-05 22:45:01","How much does it cost to reverve a table for 12 people?"
25439692,171637,55567,CRG,spa,0,"2022-06-05 22:21:05",Spa
25439691,171649,55560,CRG,"hours of operation",0,"2022-06-05 21:37:14","What are the pool hours and we need towels for bathing. Are there towels for the pool?  Also, there is an annoying drip in the bathtub."
25439690,171649,55560,CRG,pool,0,"2022-06-05 21:37:14","What are the pool hours and we need towels for bathing. Are there towels for the pool?  Also, there is an annoying drip in the bathtub."
25439689,171681,55544,CRG,"air conditioning",0,"2022-06-05 20:22:33","Fix the air conditioning"
25439688,171681,55533,CRG,discount,0,"2022-06-05 19:27:11","We didn't  get parx casino discount"
25439687,171443,55531,CRG,toothpaste,0,"2022-06-05 19:14:13","Do you happen to have toothpaste and a razed?"
25439686,171622,55526,CRG,breakfast,0,"2022-06-05 17:13:05","Places to eat breakfast"
25439685,171622,55522,CRG,"check out",0,"2022-06-05 16:25:17","We are leaving now. Do I need to stop by the office to check out"
25439684,171622,55521,CRG,"check out",0,"2022-06-05 16:24:39","Can we check out via text. Room 224 Christine Webb"
25439683,171777,55512,CRG,"checkout time",0,"2022-06-05 14:33:38","When is checkout time?"
25439682,171622,55510,CRG,"check out",0,"2022-06-05 14:20:40","What time is check out?"
25439681,171622,55510,CRG,"hours of operation",0,"2022-06-05 14:20:40","What time is check out?"
25439680,171681,55508,CRG,"extend stay",0,"2022-06-05 13:23:53","Hi there I would like to extend my stay"
25439679,171636,55507,CRG,spa,0,"2022-06-05 13:07:21","En el spa tienen servicio de manicure y pedicure?"
25439678,171649,55504,CRG,"checkout time",0,"2022-06-05 12:45:35","Checkout time"
25439677,171637,55498,CRG,reservations,0,"2022-06-05 12:02:56","I need to change my reservation to tomorrow.  Problem with flight"
25439676,171645,55497,CRG,"late checkout",0,"2022-06-05 11:45:17","Is late check out an option for our room?"
25439675,521,55496,CRG,"cover charge",0,"2022-06-05 06:24:59","is there a cover charge?"
25439674,171622,55495,CRG,"check out",0,"2022-06-05 04:53:56","Can we do that and checkout at 12 pm?"
25439673,171622,55494,CRG,"late checkout",0,"2022-06-05 04:52:23","Can we do a late checkout?"
25439672,171622,55493,CRG,"checkout time",0,"2022-06-05 04:38:37","When is check out time?"
25439671,521,55492,CRG,"dress code",0,"2022-06-05 04:38:19","What is the dress code"
25439670,171649,55487,CRG,wifi,0,"2022-06-05 02:40:44","Does this hotel have WiFi?"
25439669,521,55486,CRG,"reserve a table",0,"2022-06-05 02:39:43","Reserve table"
25439668,521,55466,CRG,"dress code",0,"2022-06-05 00:22:43","Dress code"
25439667,171557,55464,CRG,"early checkin",0,"2022-06-05 00:10:27","I didn't requested early check in 
Our room was one hour later"
25439666,171557,55463,CRG,Check-in,0,"2022-06-05 00:09:52","Hope the housekeeping is not late like the check in"
25439665,171557,55463,CRG,housekeeping,0,"2022-06-05 00:09:52","Hope the housekeeping is not late like the check in"
25439664,171532,55460,CRG,"Organize Event",0,"2022-06-04 23:50:42","Do you have a private beach dinner special available for Wednesday night?"
25439663,171681,55431,CRG,"hours of operation",0,"2022-06-04 21:24:58","What time"
25439662,171681,55430,CRG,breakfast,0,"2022-06-04 21:24:40",Breakfast?
25439661,171649,55429,CRG,wifi,0,"2022-06-04 21:23:51",Wifi
25439660,171649,55413,CRG,wifi,0,"2022-06-04 19:54:12","WI-FI please."
25439659,171445,55412,CRG,billing,0,"2022-06-04 19:15:56","I still have not received my email receipt, please"
25439658,521,55402,CRG,reservations,0,"2022-06-04 17:04:03","Table reservations"
25439657,521,55402,CRG,"reserve a table",0,"2022-06-04 17:04:03","Table reservations"
25439656,521,55400,CRG,"cover charge",0,"2022-06-04 17:03:30","Cover charge on Friday"
25439655,171644,55379,CRG,wifi,0,"2022-06-04 15:20:08","The Wifi password is wrong"
25439654,171613,55378,CRG,breakfast,0,"2022-06-04 14:54:04","How long do you serve breakfast"
25439653,171613,55376,CRG,"checkout time",0,"2022-06-04 14:35:08","Checkout time"
25439652,171681,55374,CRG,"late checkout",0,"2022-06-04 14:30:10","Late check out"
25439651,171480,55372,CRG,pool,0,"2022-06-04 13:54:09",Pool
25439650,171672,55369,CRG,"check out",0,"2022-06-04 13:44:42","What time to checkout?"
25439649,171672,55369,CRG,"hours of operation",0,"2022-06-04 13:44:42","What time to checkout?"
25439648,171777,55367,CRG,location,0,"2022-06-04 13:39:50","Where is a good place to get a sandwich"
25439647,171777,55366,CRG,location,0,"2022-06-04 13:39:50","Where is a good place to get a sandwich"
25439646,171651,55362,CRG,breakfast,0,"2022-06-04 12:58:09","When does breakfast end today?"
25439645,171644,55361,CRG,wifi,0,"2022-06-04 12:56:49","Wifi password?"
25439644,171651,55360,CRG,breakfast,0,"2022-06-04 12:46:08","What time are your breakfast hours?"
25439643,171651,55360,CRG,"hours of operation",0,"2022-06-04 12:46:08","What time are your breakfast hours?"
25439642,171651,55360,CRG,"hours of operation",0,"2022-06-04 12:46:08","What time are your breakfast hours?"
25439641,171480,55358,CRG,breakfast,0,"2022-06-04 12:43:58","Is the breakfast self serve or sit down?"
25439640,521,55353,CRG,"dress code",0,"2022-06-04 04:26:41","What is the dress code"
25439639,521,55351,CRG,"dress code",0,"2022-06-04 04:17:33","Dress code"
25439638,171690,55349,CRG,wifi,0,"2022-06-04 03:42:44","Cuál es la clave del wifi?"
25439637,521,55344,CRG,"reserve a table",0,"2022-06-04 02:38:13","Yes 5 people how much for a table?"
25439636,171649,55342,CRG,"Ice machine",0,"2022-06-04 02:24:30","Where is the ice machine"
25439635,171649,55342,CRG,location,0,"2022-06-04 02:24:30","Where is the ice machine"
25439634,171649,55333,CRG,"cancellation policy",0,"2022-06-04 00:34:59","We are not happy with the room and customer service already. What is the cancellation fee"
25439633,171691,55329,CRG,Check-in,0,"2022-06-04 00:14:48","Para hacer check in"
25439632,171633,55321,CRG,wifi,0,"2022-06-03 23:34:21","Buenas tardes , la contraseña del wifi me la puede proporcionar ?"
25439631,171681,55319,CRG,"hours of operation",0,"2022-06-03 23:31:57","Is the restaurant open tonight?"
25439630,171681,55319,CRG,restaurant,0,"2022-06-03 23:31:57","Is the restaurant open tonight?"
25439629,171222,55318,CRG,"meeting room",0,"2022-06-03 23:25:25","meeting room booking?"
25439628,171222,55317,CRG,"event room",0,"2022-06-03 23:25:14","Do you have event room or a event hall?"
25439627,171222,55316,CRG,"meeting room",0,"2022-06-03 23:24:59","meeting room booking?"
25439626,171222,55315,CRG,program,0,"2022-06-03 23:24:34","how do i book for events?"
25439625,171222,55312,CRG,"near by",0,"2022-06-03 23:22:21","nearby attraction"
